Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Male,Yes,Graduate,No,4802,31,1.84,360,1,Urban,1
Female,No,Graduate,Yes,2670,517,1.26,180,0,Semiurban,0
Male,Yes,Graduate,No,5525,1650,1.2,300,0,Urban,1
Male,Yes,Graduate,No,5276,664,1.87,300,1,Urban,0
Male,Yes,Not Graduate,No,3337,1140,0.88,300,0,Rural,0
Female,No,Graduate,No,2846,3016,1.27,360,1,Semiurban,0
Female,Yes,Not Graduate,Yes,1000,2521,1.27,360,1,Rural,1
Female,No,Graduate,No,1000,1103,1.0,300,1,Urban,1
Male,No,Graduate,No,3342,1556,0.5,360,1,Semiurban,0
Male,Yes,Graduate,No,7393,0,1.2,300,0,Urban,0
Female,No,Graduate,Yes,3591,326,0.93,300,1,Semiurban,1
Male,Yes,Not Graduate,No,3697,0,1.08,300,1,Rural,1
Female,No,Graduate,No,3432,3032,0.89,360,1,Semiurban,1
Female,No,Graduate,Yes,4284,1079,1.16,360,0,Semiurban,0
Male,Yes,Graduate,No,5824,0,1.77,360,1,Urban,0
Male,Yes,Not Graduate,No,5099,0,1.26,180,1,Rural,0
Female,No,Graduate,No,2538,2350,1.1,180,1,Urban,1
Female,No,Graduate,No,1067,368,0.87,300,1,Urban,0
Female,No,Graduate,Yes,2087,0,1.06,360,1,Semiurban,0
Male,Yes,Graduate,No,4620,526,1.72,360,0,Urban,1
Female,Yes,Not Graduate,Yes,1575,1247,0.55,360,0,Rural,0
Male,No,Graduate,No,3630,2348,0.5,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,3035,1449,1.38,180,1,Rural,0
Male,Yes,Graduate,No,5679,262,1.69,180,1,Urban,1
Female,No,Graduate,No,1081,1420,0.99,180,1,Urban,0
Male,Yes,Graduate,Yes,5243,169,1.38,300,1,Semiurban,1
Male,Yes,Not Graduate,No,3698,468,1.23,300,0,Rural,0
Male,Yes,Graduate,No,6964,761,1.48,300,0,Urban,1
Male,Yes,Graduate,Yes,4614,0,1.49,300,1,Semiurban,1
Female,Yes,Not Graduate,Yes,2179,1934,0.8,360,1,Rural,0
Female,No,Graduate,No,1000,0,0.86,180,0,Semiurban,1
Female,No,Graduate,Yes,3807,1121,0.97,300,0,Semiurban,1
Male,Yes,Graduate,No,5990,0,1.76,300,1,Urban,1
Female,No,Graduate,Yes,2967,1407,0.69,300,1,Semiurban,0
Female,No,Graduate,No,3898,2145,1.05,180,1,Urban,0
Female,No,Graduate,Yes,2829,2146,1.0,180,1,Semiurban,0
Male,Yes,Graduate,No,3028,0,1.56,300,0,Urban,1
Female,No,Graduate,No,1000,373,0.9,300,1,Urban,1
Male,Yes,Graduate,No,5984,0,2.05,180,0,Urban,1
Male,Yes,Not Graduate,No,4461,431,0.85,360,0,Rural,1
Male,No,Graduate,No,4174,2719,0.5,300,0,Semiurban,1
Male,Yes,Not Graduate,No,3300,0,1.08,360,0,Rural,1
Male,Yes,Graduate,No,7171,0,1.23,300,1,Urban,1
Female,No,Graduate,No,1000,836,0.83,180,1,Semiurban,0
Female,Yes,Not Graduate,Yes,2008,859,1.53,360,1,Rural,0
Female,No,Graduate,No,2531,2013,0.99,180,0,Urban,0
Female,No,Graduate,Yes,3903,1860,1.26,300,0,Semiurban,1
Female,No,Graduate,No,3008,2521,1.56,300,0,Semiurban,1
Female,No,Graduate,No,2549,2345,0.9,180,1,Semiurban,0
Male,Yes,Not Graduate,No,5372,890,1.02,360,0,Rural,0
Male,Yes,Graduate,No,4957,0,1.16,360,0,Urban,0
Male,No,Graduate,No,2532,2591,0.54,360,0,Semiurban,0
Male,Yes,Not Graduate,No,5046,0,1.7,360,1,Rural,1
Female,No,Graduate,Yes,1747,556,0.76,360,1,Semiurban,1
Male,Yes,Graduate,Yes,4660,1050,1.52,180,0,Semiurban,1
Female,Yes,Not Graduate,Yes,2538,2380,1.0,360,1,Rural,0
Male,Yes,Graduate,Yes,7000,0,1.36,360,0,Semiurban,1
Male,No,Graduate,No,2407,2724,0.5,180,1,Semiurban,1
Male,No,Graduate,No,1000,1792,0.68,300,1,Semiurban,1
Male,Yes,Not Graduate,No,1302,656,1.16,300,0,Rural,1
Male,Yes,Not Graduate,No,4020,248,1.57,300,0,Rural,1
Female,No,Graduate,No,1409,1804,1.19,180,1,Semiurban,0
Male,Yes,Graduate,No,7048,494,1.41,300,0,Urban,0
Male,Yes,Graduate,No,6209,0,1.84,360,0,Urban,0
Female,No,Graduate,No,1590,1339,0.84,300,1,Semiurban,0
Female,No,Graduate,Yes,3571,633,0.9,180,0,Semiurban,0
Female,No,Graduate,No,1558,741,0.93,300,0,Urban,0
Male,Yes,Graduate,No,4603,0,1.41,360,0,Urban,0
Female,No,Graduate,No,1000,1752,0.88,180,0,Urban,1
Female,No,Graduate,No,1929,2400,0.88,180,0,Urban,0
Male,Yes,Not Graduate,No,4468,0,1.03,360,1,Rural,1
Male,Yes,Graduate,No,5006,186,1.37,300,0,Urban,1
Male,Yes,Not Graduate,No,4222,128,1.7,180,1,Rural,0
Male,Yes,Graduate,Yes,4589,0,1.91,360,0,Semiurban,0
Male,Yes,Graduate,No,4368,498,1.75,300,1,Urban,0
Male,No,Graduate,No,2073,3390,0.64,360,1,Semiurban,1
Male,No,Graduate,No,2596,2621,0.74,300,1,Semiurban,0
Female,No,Graduate,No,2066,439,1.38,300,0,Urban,0
Male,Yes,Graduate,No,6049,1588,1.38,360,1,Urban,1
Male,No,Graduate,No,1344,3404,0.5,180,0,Semiurban,1
Female,No,Graduate,No,1683,1380,1.01,300,0,Semiurban,0
Male,Yes,Not Graduate,No,4162,141,0.85,180,1,Rural,1
Female,No,Graduate,No,3086,0,0.92,360,1,Semiurban,1
Male,Yes,Graduate,No,4157,990,1.14,180,0,Urban,1
Female,No,Graduate,Yes,1553,2573,0.73,180,1,Semiurban,0
Female,Yes,Not Graduate,Yes,3584,1962,1.16,300,1,Rural,1
Male,Yes,Graduate,No,5929,0,1.55,180,0,Urban,1
Male,Yes,Graduate,No,6988,0,1.65,300,1,Urban,0
Female,No,Graduate,No,1020,2595,1.32,180,0,Urban,1
Male,Yes,Graduate,No,6349,0,1.87,300,1,Urban,0
Male,Yes,Graduate,No,3726,1361,1.79,300,1,Urban,0
Female,No,Graduate,No,1911,2573,0.98,360,1,Urban,1
Female,No,Graduate,No,1277,532,1.04,300,0,Urban,1
Female,Yes,Not Graduate,Yes,3589,1508,1.25,180,0,Rural,1
Male,Yes,Graduate,Yes,5332,397,1.64,300,0,Semiurban,1
Male,Yes,Not Graduate,No,3905,0,0.98,180,0,Rural,1
Female,No,Graduate,Yes,3340,1922,0.73,360,0,Semiurban,0
Female,No,Graduate,No,2580,780,1.15,360,0,Semiurban,1
Male,Yes,Not Graduate,No,5700,0,1.21,360,0,Rural,0
Female,No,Graduate,No,2476,770,1.0,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,2647,2198,1.22,180,0,Rural,0
Female,No,Graduate,No,1371,1722,0.93,360,1,Semiurban,0
Female,Yes,Not Graduate,Yes,1000,2208,1.17,360,0,Rural,1
Female,No,Graduate,Yes,2305,1405,1.19,180,0,Semiurban,1
Female,No,Graduate,Yes,2919,1335,1.19,360,0,Semiurban,1
Male,No,Graduate,No,3703,1842,0.67,300,0,Semiurban,0
Male,Yes,Graduate,Yes,6548,911,1.54,360,0,Semiurban,1
Female,No,Graduate,No,2351,700,1.21,300,0,Urban,0
Male,Yes,Not Graduate,No,3411,0,1.2,360,1,Rural,1
Female,No,Graduate,No,3733,0,0.98,360,1,Semiurban,1
Female,Yes,Not Graduate,Yes,2099,2142,0.95,300,0,Rural,1
Female,No,Graduate,Yes,1855,1247,1.03,180,1,Semiurban,1
Male,Yes,Graduate,No,3074,258,1.62,360,0,Urban,1
Male,Yes,Graduate,No,4284,383,1.33,180,1,Urban,1
Male,Yes,Not Graduate,No,4367,0,1.15,300,0,Rural,1
Male,No,Graduate,No,2612,2105,0.5,180,0,Semiurban,1
Male,Yes,Graduate,No,6623,402,1.74,360,1,Urban,1
Female,No,Graduate,No,1000,73,1.17,180,1,Urban,1
Female,No,Graduate,No,2512,1406,1.08,360,0,Semiurban,0
Female,No,Graduate,Yes,1255,1532,0.99,300,1,Semiurban,0
Male,Yes,Graduate,No,4472,426,1.37,180,0,Urban,1
Male,Yes,Graduate,Yes,5369,720,0.8,360,1,Semiurban,0
Female,Yes,Not Graduate,Yes,2047,1645,1.23,180,0,Rural,1
Female,No,Graduate,No,1000,1251,1.27,300,0,Urban,1
Male,Yes,Not Graduate,No,2550,18,1.22,360,1,Rural,0
Female,No,Graduate,No,2448,849,1.29,180,0,Semiurban,0
Female,No,Graduate,No,1790,585,0.98,360,0,Urban,0
Male,Yes,Graduate,Yes,6943,1000,1.21,360,1,Semiurban,0
Male,Yes,Graduate,No,5355,0,1.67,360,1,Urban,1
Male,Yes,Graduate,Yes,6439,0,1.08,360,1,Semiurban,0
Male,Yes,Not Graduate,No,4592,384,1.57,300,0,Rural,1
Female,Yes,Not Graduate,Yes,2319,885,1.2,360,0,Rural,0
Male,No,Graduate,No,2409,1356,0.92,360,1,Semiurban,1
Female,No,Graduate,Yes,3607,2762,1.12,300,1,Semiurban,1
Male,Yes,Not Graduate,No,2063,336,1.43,360,1,Rural,0
Male,Yes,Graduate,Yes,6632,0,1.36,180,0,Semiurban,1
Male,Yes,Graduate,No,3399,269,1.55,300,1,Urban,1
Female,No,Graduate,No,1568,2145,0.92,360,1,Urban,1
Male,Yes,Not Graduate,No,3322,0,1.17,360,1,Rural,0
Male,Yes,Graduate,No,6265,0,1.58,360,1,Urban,1
Male,Yes,Not Graduate,No,3701,964,1.17,360,0,Rural,0
Female,No,Graduate,No,1419,1839,0.76,360,0,Semiurban,0
Male,Yes,Not Graduate,No,2840,0,1.16,300,0,Rural,0
Female,No,Graduate,Yes,2943,1634,1.2,300,1,Semiurban,1
Female,No,Graduate,No,1994,2827,1.16,360,0,Urban,1
Male,Yes,Not Graduate,No,2649,0,1.1,360,1,Rural,1
Male,Yes,Graduate,No,6010,0,1.36,180,1,Urban,0
Male,Yes,Graduate,No,5375,0,1.45,300,0,Urban,1
Male,Yes,Graduate,No,3196,798,1.37,180,0,Urban,0
Female,No,Graduate,No,3451,1424,0.86,180,1,Semiurban,1
Female,No,Graduate,No,1000,1732,0.95,360,0,Urban,0
Male,Yes,Graduate,No,4946,497,1.87,360,1,Urban,1
Male,Yes,Not Graduate,No,4109,0,1.2,360,0,Rural,1
Female,No,Graduate,No,2043,1058,1.2,300,1,Urban,1
Male,Yes,Not Graduate,No,1802,0,1.07,180,1,Rural,1
Male,Yes,Graduate,No,5734,557,1.7,180,0,Urban,0
Female,No,Graduate,No,1000,750,1.02,360,1,Semiurban,1
Male,Yes,Not Graduate,No,2990,0,1.38,300,1,Rural,1
Male,Yes,Not Graduate,No,3167,846,1.02,300,1,Rural,1
Male,No,Graduate,No,1054,4377,0.58,300,1,Semiurban,0
Male,Yes,Graduate,Yes,6241,0,1.16,300,0,Semiurban,0
Male,Yes,Not Graduate,No,4624,1061,1.42,360,1,Rural,0
Male,No,Graduate,No,2030,2246,0.72,300,0,Semiurban,1
Female,Yes,Not Graduate,Yes,2009,1441,1.11,360,0,Rural,0
Male,Yes,Not Graduate,No,2626,0,1.1,180,1,Rural,1
Female,No,Graduate,No,2660,1603,1.14,180,1,Urban,0
Male,Yes,Graduate,No,4854,565,1.36,360,1,Urban,0
Male,Yes,Graduate,No,5074,0,1.38,360,0,Urban,1
Female,No,Graduate,No,1172,1098,0.55,180,1,Semiurban,1
Female,No,Graduate,No,1000,459,0.91,360,1,Semiurban,1
Male,Yes,Graduate,No,4924,0,1.3,300,1,Urban,1
Male,Yes,Graduate,No,6722,292,1.45,360,0,Urban,0
Female,No,Graduate,No,2083,0,0.8,360,1,Semiurban,1
Male,Yes,Not Graduate,No,6819,606,1.42,360,0,Rural,1
Male,Yes,Graduate,No,4283,0,1.99,360,0,Urban,1
Female,Yes,Not Graduate,Yes,4392,1955,1.11,180,1,Rural,0
Female,No,Graduate,Yes,3873,2191,1.11,300,1,Semiurban,0
Male,Yes,Graduate,No,4976,0,1.65,360,0,Urban,0
Female,No,Graduate,Yes,3185,1689,1.39,180,0,Semiurban,1
Female,No,Graduate,No,1354,1269,0.9,360,1,Urban,1
Male,Yes,Graduate,No,5130,0,1.54,360,0,Urban,1
Female,No,Graduate,Yes,3099,1874,0.88,300,0,Semiurban,0
Female,No,Graduate,No,1623,258,0.99,360,1,Urban,1
Female,No,Graduate,No,2257,922,0.76,360,0,Semiurban,0
Female,No,Graduate,Yes,4051,739,1.23,180,0,Semiurban,1
Female,No,Graduate,No,3837,632,1.39,360,0,Urban,1
Male,Yes,Not Graduate,No,3086,9,1.27,180,0,Rural,0
Male,Yes,Graduate,Yes,4707,100,1.34,180,1,Semiurban,1
Female,No,Graduate,Yes,2762,1553,0.79,180,1,Semiurban,0
Female,No,Graduate,Yes,4179,559,0.81,180,0,Semiurban,1
Male,Yes,Graduate,No,6460,0,1.92,180,0,Urban,0
Female,No,Graduate,No,1000,249,0.93,180,1,Urban,0
Male,Yes,Graduate,No,6419,797,1.78,360,0,Urban,1
Male,No,Graduate,No,2676,2665,0.66,360,1,Semiurban,1
Male,Yes,Not Graduate,No,3784,0,1.17,360,1,Rural,0
Female,Yes,Not Graduate,Yes,1728,1310,0.77,300,0,Rural,0
Female,No,Graduate,No,1517,469,1.1,180,0,Urban,1
Female,No,Graduate,No,1527,591,0.67,360,1,Semiurban,0
Female,No,Graduate,No,3575,0,0.85,360,0,Semiurban,0
Male,Yes,Not Graduate,No,3321,0,0.98,300,0,Rural,1
Male,Yes,Graduate,No,7516,866,1.63,360,0,Urban,0
Female,No,Graduate,Yes,1000,1167,1.18,360,0,Semiurban,1
Male,Yes,Graduate,No,2824,0,1.51,180,0,Urban,1
Male,No,Graduate,No,2865,2850,0.5,360,0,Semiurban,0
Female,No,Graduate,No,1704,172,0.79,360,1,Semiurban,0
Male,Yes,Not Graduate,No,5673,0,1.31,300,0,Rural,0
Male,No,Graduate,No,2750,715,0.75,360,1,Semiurban,0
Female,No,Graduate,No,2201,1464,0.52,360,1,Semiurban,1
Male,Yes,Not Graduate,No,5109,186,1.25,180,1,Rural,0
Male,Yes,Not Graduate,No,4749,328,1.18,300,0,Rural,0
Female,No,Graduate,No,3268,3041,1.35,300,1,Semiurban,1
Male,Yes,Graduate,No,4444,210,1.52,360,1,Urban,0
Female,Yes,Not Graduate,Yes,2206,3346,0.79,360,1,Rural,1
Male,Yes,Not Graduate,No,4433,517,1.62,180,0,Rural,1
Female,No,Graduate,No,2984,440,0.93,180,1,Semiurban,1
Female,No,Graduate,Yes,3918,839,0.85,360,1,Semiurban,0
Male,No,Graduate,No,4112,1301,0.55,360,0,Semiurban,1
Male,Yes,Graduate,No,5320,369,1.62,180,1,Urban,0
Female,No,Graduate,Yes,3182,1096,0.91,360,0,Semiurban,1
Female,No,Graduate,No,2054,1312,0.93,180,0,Urban,0
Male,Yes,Graduate,No,7361,123,1.48,180,1,Urban,0
Female,No,Graduate,No,2315,2086,1.16,360,0,Urban,0
Male,Yes,Graduate,No,5448,0,1.21,180,0,Urban,0
Female,No,Graduate,No,3954,1046,0.93,360,0,Urban,0
Male,Yes,Graduate,Yes,5704,0,1.02,300,1,Semiurban,0
Female,No,Graduate,Yes,4083,1245,1.16,180,1,Semiurban,1
Female,Yes,Not Graduate,Yes,1225,2129,1.28,360,1,Rural,1
Female,Yes,Not Graduate,Yes,2159,3911,0.85,300,1,Rural,1
Female,No,Graduate,No,3011,1871,0.94,360,0,Semiurban,0
Male,Yes,Graduate,No,5619,1176,1.65,360,0,Urban,0
Male,Yes,Not Graduate,No,4157,1498,1.25,360,0,Rural,0
Female,No,Graduate,No,1000,2099,1.28,300,0,Semiurban,1
Female,No,Graduate,No,3955,1500,1.08,180,1,Semiurban,0
Male,No,Graduate,No,1826,1998,0.56,300,1,Semiurban,0
Male,Yes,Graduate,No,6676,0,1.52,300,1,Urban,1
Male,Yes,Not Graduate,No,6095,633,1.52,180,0,Rural,0
Female,No,Graduate,No,3029,311,1.26,300,1,Semiurban,1
Female,Yes,Not Graduate,Yes,3750,2922,1.18,300,0,Rural,1
Female,No,Graduate,No,1142,1468,0.85,300,0,Urban,1
Female,No,Graduate,No,4071,3328,0.9,180,0,Semiurban,1
Female,No,Graduate,Yes,1788,1941,0.96,180,1,Semiurban,1
Male,No,Graduate,No,2185,801,0.5,300,0,Semiurban,0
Female,No,Graduate,No,2237,1175,1.14,300,1,Urban,1
Female,No,Graduate,No,1362,893,1.07,360,1,Semiurban,0
Female,Yes,Not Graduate,Yes,3535,3222,1.15,300,0,Rural,1
Female,No,Graduate,No,1026,1502,1.03,180,0,Urban,0
Male,Yes,Graduate,Yes,5516,594,1.8,300,1,Semiurban,0
Female,Yes,Not Graduate,Yes,2113,1563,0.96,300,0,Rural,1
Female,No,Graduate,No,1192,863,1.13,360,0,Semiurban,1
Male,Yes,Graduate,No,6229,2081,1.44,180,1,Urban,0
Male,Yes,Not Graduate,No,3668,186,1.12,180,1,Rural,1
Female,No,Graduate,Yes,3143,686,1.17,300,1,Semiurban,0
Male,Yes,Not Graduate,No,3520,153,1.67,300,0,Rural,1
Male,Yes,Graduate,Yes,4958,0,1.27,180,1,Semiurban,1
Male,Yes,Graduate,No,7573,0,1.35,360,1,Urban,1
Female,No,Graduate,Yes,3308,746,0.59,180,0,Semiurban,0
Male,No,Graduate,No,3888,2081,0.5,180,0,Semiurban,1
Male,Yes,Graduate,Yes,5117,0,1.0,360,0,Semiurban,1
Male,Yes,Not Graduate,No,4698,465,1.13,360,0,Rural,1
Male,No,Graduate,No,2962,2675,0.84,360,0,Semiurban,1
Female,No,Graduate,No,2078,592,0.99,360,1,Urban,1
Male,Yes,Graduate,No,5758,1514,1.51,360,1,Urban,0
Female,Yes,Not Graduate,Yes,2332,1394,1.3,180,0,Rural,0
Female,No,Graduate,No,1000,1832,0.79,180,1,Urban,0
Female,No,Graduate,No,1000,1668,1.37,360,0,Urban,1
Female,Yes,Not Graduate,Yes,1388,1963,1.14,300,1,Rural,1
Female,No,Graduate,Yes,1604,1383,0.94,360,0,Semiurban,0
Male,Yes,Graduate,Yes,3448,0,1.07,360,1,Semiurban,1
Male,Yes,Graduate,No,4543,780,1.71,180,1,Urban,1
Male,Yes,Graduate,Yes,8336,0,1.39,300,1,Semiurban,1
Male,Yes,Not Graduate,No,1450,123,1.54,360,0,Rural,0
Male,Yes,Graduate,No,4824,0,1.24,180,1,Urban,1
Female,Yes,Not Graduate,Yes,1392,2594,1.07,300,1,Rural,1
Male,Yes,Not Graduate,No,5310,553,1.46,300,0,Rural,1
Male,Yes,Graduate,No,6026,0,1.35,360,1,Urban,1
Female,No,Graduate,Yes,3284,391,1.0,360,1,Semiurban,0
Female,No,Graduate,Yes,4274,0,1.02,360,1,Semiurban,0
Male,Yes,Not Graduate,No,4827,0,1.34,360,0,Rural,1
Female,No,Graduate,No,3669,1337,0.9,180,0,Semiurban,0
Male,Yes,Graduate,Yes,4886,298,1.72,300,0,Semiurban,1
Male,No,Graduate,No,2094,0,0.86,180,0,Semiurban,1
Male,Yes,Graduate,No,4566,0,1.46,300,0,Urban,0
Female,No,Graduate,No,1534,2540,1.26,180,0,Urban,1
Male,No,Graduate,No,1496,1582,0.85,300,1,Semiurban,0
Male,Yes,Not Graduate,No,3429,1094,1.26,300,0,Rural,1
Male,Yes,Not Graduate,No,4138,479,0.96,360,0,Rural,0
Male,No,Graduate,No,2616,151,0.61,360,0,Semiurban,1
Male,No,Graduate,No,3348,1934,0.8,360,0,Semiurban,0
Male,Yes,Graduate,No,4500,0,1.42,360,0,Urban,1
Male,Yes,Graduate,No,4908,248,1.63,180,1,Urban,1
Male,Yes,Not Graduate,No,4102,0,1.36,360,0,Rural,1
Male,Yes,Not Graduate,No,4044,694,0.98,360,1,Rural,0
Female,No,Graduate,No,4259,1005,1.11,300,0,Semiurban,1
Male,Yes,Graduate,No,5405,251,2.05,300,0,Urban,1
Male,Yes,Not Graduate,No,4924,1898,1.14,180,0,Rural,0
Male,No,Graduate,No,2698,3741,1.02,360,1,Semiurban,0
Female,No,Graduate,No,1455,1666,1.1,180,0,Semiurban,1
Male,Yes,Not Graduate,No,3245,0,1.12,360,1,Rural,0
Male,Yes,Graduate,No,6089,774,1.85,360,0,Urban,1
Female,No,Graduate,No,2741,1044,1.11,180,0,Urban,1
Male,Yes,Graduate,Yes,5321,0,1.42,360,1,Semiurban,1
Male,Yes,Graduate,Yes,5877,0,1.59,360,0,Semiurban,0
Female,Yes,Not Graduate,Yes,3007,2827,1.0,180,0,Rural,1
Female,Yes,Not Graduate,Yes,2579,2158,1.12,360,1,Rural,0
Female,No,Graduate,No,2756,1543,1.12,300,0,Urban,1
Male,Yes,Graduate,No,4481,745,1.34,360,1,Urban,0
Male,Yes,Not Graduate,No,3694,0,1.4,180,1,Rural,1
Female,No,Graduate,No,2498,2263,1.4,360,1,Semiurban,1
Male,Yes,Not Graduate,No,3520,352,1.3,300,1,Rural,1
Male,Yes,Graduate,No,5973,898,1.64,360,0,Urban,1
Female,No,Graduate,Yes,4189,2899,1.36,180,0,Semiurban,1
Male,Yes,Not Graduate,No,1709,523,1.12,180,0,Rural,0
Male,Yes,Not Graduate,No,3741,0,1.24,300,0,Rural,0
Male,Yes,Graduate,No,6196,0,1.52,360,1,Urban,1
Female,Yes,Not Graduate,Yes,3130,1047,1.31,360,0,Rural,1
Male,Yes,Graduate,Yes,6180,0,1.35,300,1,Semiurban,0
Male,Yes,Not Graduate,No,3783,564,1.33,180,0,Rural,1
Female,No,Graduate,Yes,2125,715,0.88,300,0,Semiurban,1
Male,No,Graduate,No,3373,3828,0.5,180,0,Semiurban,0
Female,No,Graduate,No,1534,1551,1.04,180,1,Semiurban,1
Male,Yes,Not Graduate,No,4785,0,1.19,360,1,Rural,1
Male,No,Graduate,No,2441,1218,1.05,180,0,Semiurban,0
Female,No,Graduate,No,2322,2162,1.15,360,0,Semiurban,1
Female,No,Graduate,Yes,3003,2635,1.07,300,1,Semiurban,1
Male,No,Graduate,No,2334,2675,0.77,300,1,Semiurban,0
Female,No,Graduate,Yes,3270,1687,0.57,360,1,Semiurban,0
Female,No,Graduate,No,1898,631,0.67,180,0,Semiurban,1
Female,No,Graduate,No,1411,1616,0.88,180,0,Urban,0
Female,No,Graduate,No,1877,2144,0.86,360,1,Semiurban,0
Female,No,Graduate,No,2698,1200,0.76,180,0,Urban,0
Female,Yes,Not Graduate,Yes,3419,2853,1.05,300,0,Rural,1
Male,Yes,Not Graduate,No,4241,0,1.08,300,1,Rural,0
Male,Yes,Graduate,No,6085,274,1.56,360,1,Urban,1
Female,No,Graduate,No,1000,2092,1.06,360,0,Semiurban,1
Male,No,Graduate,No,1238,1269,0.5,180,0,Semiurban,1
Male,Yes,Not Graduate,No,5814,0,1.34,300,0,Rural,0
Male,No,Graduate,No,3460,1642,0.52,180,1,Semiurban,1
Female,No,Graduate,No,2125,2339,1.27,300,1,Semiurban,1
Male,Yes,Not Graduate,No,5416,0,1.04,360,0,Rural,1
Female,No,Graduate,No,3111,2186,0.78,180,1,Urban,1
Male,Yes,Not Graduate,No,2502,0,0.98,300,1,Rural,0
Female,No,Graduate,Yes,1372,1759,0.81,300,1,Semiurban,1
Male,Yes,Not Graduate,No,3292,898,1.25,300,0,Rural,0
Female,Yes,Not Graduate,Yes,3533,1811,1.09,300,1,Rural,1
Female,Yes,Not Graduate,Yes,2315,1820,1.31,300,0,Rural,1
Male,No,Graduate,No,2619,1536,0.74,360,0,Semiurban,1
Male,No,Graduate,No,1360,2762,0.5,180,0,Semiurban,1
Female,No,Graduate,No,1155,1862,1.05,180,0,Urban,1
Male,No,Graduate,No,1393,1433,0.85,360,1,Semiurban,0
Male,Yes,Graduate,No,2744,1495,1.48,360,1,Urban,1
Male,Yes,Graduate,No,6950,0,1.6,360,1,Urban,0
Female,No,Graduate,No,1400,1634,1.18,180,0,Semiurban,0
Male,Yes,Graduate,Yes,7341,0,1.33,300,0,Semiurban,0
Female,No,Graduate,No,1000,422,0.95,180,0,Urban,1
Male,Yes,Not Graduate,No,4617,0,1.18,180,0,Rural,0
Male,Yes,Not Graduate,No,3364,0,1.06,360,1,Rural,0
Male,Yes,Graduate,No,5343,847,1.49,360,1,Urban,0
Male,Yes,Graduate,Yes,5495,0,1.09,300,1,Semiurban,1
Male,Yes,Not Graduate,No,3634,973,1.2,180,0,Rural,1
Female,No,Graduate,No,1762,2578,0.96,360,0,Semiurban,0
Female,No,Graduate,No,1000,623,1.11,180,0,Urban,0
Female,No,Graduate,No,2853,1444,1.11,300,1,Urban,1
Female,No,Graduate,No,1845,1717,0.99,300,1,Urban,1
Female,No,Graduate,No,1324,1378,1.03,180,1,Semiurban,0
Male,Yes,Not Graduate,No,3053,0,1.19,360,0,Rural,0
Male,Yes,Graduate,No,5197,0,1.31,360,0,Urban,1
Male,Yes,Graduate,No,4633,808,1.87,300,1,Urban,0
Male,Yes,Graduate,No,4906,335,1.89,360,1,Urban,1
Female,No,Graduate,Yes,1715,1314,0.9,300,1,Semiurban,0
Male,Yes,Graduate,No,5180,0,1.48,360,0,Urban,0
Female,No,Graduate,No,1495,2308,0.93,360,1,Urban,0
Female,Yes,Not Graduate,Yes,3468,3613,1.4,360,1,Rural,1
Female,No,Graduate,Yes,1000,1493,1.11,300,1,Semiurban,0
Female,No,Graduate,Yes,3591,947,1.18,180,0,Semiurban,1
Male,No,Graduate,No,2933,3148,0.57,360,0,Semiurban,0
Female,Yes,Not Graduate,Yes,2883,2704,1.16,360,1,Rural,0
Male,Yes,Graduate,No,5760,0,1.82,180,0,Urban,1
Male,Yes,Not Graduate,No,6304,0,1.53,360,0,Rural,1
Male,Yes,Graduate,No,5750,275,1.44,300,1,Urban,0
Female,No,Graduate,Yes,4616,2316,0.75,300,0,Semiurban,1
Male,Yes,Graduate,No,7553,0,1.55,180,0,Urban,1
Female,No,Graduate,No,3040,1067,0.99,180,0,Semiurban,0
Female,Yes,Not Graduate,Yes,4038,2797,1.35,300,1,Rural,1
Female,No,Graduate,Yes,2748,336,1.41,300,0,Semiurban,1
Male,Yes,Graduate,No,3416,154,1.83,180,0,Urban,1
Male,Yes,Graduate,Yes,5950,1242,1.43,300,1,Semiurban,0
Male,Yes,Graduate,Yes,5628,0,1.39,300,1,Semiurban,0
Female,No,Graduate,No,2379,1330,1.01,360,1,Urban,0
Male,Yes,Not Graduate,No,2637,0,1.42,360,1,Rural,0
Male,Yes,Graduate,No,4362,0,1.57,360,0,Urban,1
Male,Yes,Not Graduate,No,3795,1614,1.57,300,1,Rural,0
Female,No,Graduate,No,2224,1763,0.76,180,1,Urban,1
Male,Yes,Not Graduate,No,5263,0,1.31,300,0,Rural,1
Female,Yes,Not Graduate,Yes,2002,2208,1.06,300,1,Rural,1
Female,No,Graduate,No,1683,1607,1.02,360,0,Semiurban,0
Male,Yes,Graduate,No,5742,81,1.51,300,1,Urban,1
Male,No,Graduate,No,2752,709,0.71,180,0,Semiurban,1
Male,No,Graduate,No,1000,1391,0.5,360,0,Semiurban,1
Female,No,Graduate,No,1000,2059,0.97,360,1,Semiurban,1
Male,Yes,Graduate,No,3823,1053,1.33,180,1,Urban,0
Male,Yes,Graduate,Yes,5019,0,1.29,360,0,Semiurban,0
Female,No,Graduate,No,1478,0,1.2,360,1,Semiurban,1
Male,No,Graduate,No,1644,2567,0.6,180,1,Semiurban,1
Female,Yes,Not Graduate,Yes,1617,1618,1.18,300,0,Rural,0
